t,housing_density,year,month,NA_L3NAME
2017.909090909091,239.22041673553727,2017,11,Arizona/New Mexico Plateau
2017.99,239.2956498036364,2017,12,Arizona/New Mexico Plateau
2018.1,239.3979329636363,2018,1,Arizona/New Mexico Plateau
2018.1809090909092,239.47316603173562,2018,2,Arizona/New Mexico Plateau
2018.2618181818182,239.5483990998347,2018,3,Arizona/New Mexico Plateau
2018.3427272727272,239.6236321679338,2018,4,Arizona/New Mexico Plateau
2018.4236363636364,239.69886523603313,2018,5,Arizona/New Mexico Plateau
2018.5045454545455,239.77409830413222,2018,6,Arizona/New Mexico Plateau
2018.5854545454545,239.84933137223135,2018,7,Arizona/New Mexico Plateau
2018.6663636363637,239.92456444033067,2018,8,Arizona/New Mexico Plateau
2018.7472727272727,239.99979750842977,2018,9,Arizona/New Mexico Plateau
2018.8281818181817,240.07503057652886,2018,10,Arizona/New Mexico Plateau
2018.909090909091,240.15026364462818,2018,11,Arizona/New Mexico Plateau
2018.99,240.22549671272728,2018,12,Arizona/New Mexico Plateau
2019.1,240.3277798727272,2019,1,Arizona/New Mexico Plateau
2019.1809090909092,240.4030129408265,2019,2,Arizona/New Mexico Plateau
2019.2618181818182,240.47824600892562,2019,3,Arizona/New Mexico Plateau
2019.3427272727272,240.55347907702472,2019,4,Arizona/New Mexico Plateau
2019.4236363636364,240.62871214512404,2019,5,Arizona/New Mexico Plateau
2019.5045454545455,240.70394521322314,2019,6,Arizona/New Mexico Plateau
2019.5854545454545,240.77917828132226,2019,7,Arizona/New Mexico Plateau
2019.6663636363637,240.85441134942158,2019,8,Arizona/New Mexico Plateau
2019.7472727272727,240.92964441752068,2019,9,Arizona/New Mexico Plateau
2019.8281818181817,241.00487748561977,2019,10,Arizona/New Mexico Plateau
2019.909090909091,241.0801105537191,2019,11,Arizona/New Mexico Plateau
2019.99,241.1553436218182,2019,12,Arizona/New Mexico Plateau
2020.1,241.25762678181812,2020,1,Arizona/New Mexico Plateau
2020.1809090909092,241.3328598499174,2020,2,Arizona/New Mexico Plateau
2020.2618181818182,241.40809291801654,2020,3,Arizona/New Mexico Plateau
2020.3427272727272,241.48332598611563,2020,4,Arizona/New Mexico Plateau
2020.4236363636364,241.55855905421495,2020,5,Arizona/New Mexico Plateau
2020.5045454545455,241.63379212231405,2020,6,Arizona/New Mexico Plateau
2020.5854545454545,241.70902519041317,2020,7,Arizona/New Mexico Plateau
2020.6663636363637,241.78425825851247,2020,8,Arizona/New Mexico Plateau
2020.7472727272727,241.8594913266116,2020,9,Arizona/New Mexico Plateau
2020.8281818181817,241.93472439471068,2020,10,Arizona/New Mexico Plateau
2020.909090909091,242.00995746281,2020,11,Arizona/New Mexico Plateau
2020.99,242.0851905309091,2020,12,Arizona/New Mexico Plateau
1990.1,138.58930144999994,1990,1,Arkansas Valley
1990.1809090909092,138.65234941409096,1990,2,Arkansas Valley
1990.2618181818182,138.71539737818182,1990,3,Arkansas Valley
1990.3427272727272,138.77844534227268,1990,4,Arkansas Valley
1990.4236363636364,138.8414933063637,1990,5,Arkansas Valley
1990.5045454545455,138.90454127045456,1990,6,Arkansas Valley
1990.5854545454545,138.96758923454541,1990,7,Arkansas Valley
1990.6663636363637,139.03063719863644,1990,8,Arkansas Valley
1990.7472727272727,139.0936851627273,1990,9,Arkansas Valley
1990.8281818181817,139.15673312681812,1990,10,Arkansas Valley
1990.909090909091,139.21978109090915,1990,11,Arkansas Valley
1990.99,139.282829055,1990,12,Arkansas Valley
1991.1,139.36854594999994,1991,1,Arkansas Valley
1991.1809090909092,139.43159391409097,1991,2,Arkansas Valley
1991.2618181818182,139.49464187818182,1991,3,Arkansas Valley
1991.3427272727272,139.55768984227268,1991,4,Arkansas Valley
1991.4236363636364,139.6207378063637,1991,5,Arkansas Valley
1991.5045454545455,139.68378577045456,1991,6,Arkansas Valley
1991.5854545454545,139.7468337345454,1991,7,Arkansas Valley
1991.6663636363637,139.80988169863642,1991,8,Arkansas Valley
1991.7472727272727,139.87292966272727,1991,9,Arkansas Valley
1991.8281818181817,139.93597762681813,1991,10,Arkansas Valley
1991.909090909091,139.99902559090916,1991,11,Arkansas Valley
1991.99,140.062073555,1991,12,Arkansas Valley
1992.1,140.14779044999995,1992,1,Arkansas Valley
1992.1809090909092,140.21083841409097,1992,2,Arkansas Valley
1992.2618181818182,140.27388637818183,1992,3,Arkansas Valley
1992.3427272727272,140.33693434227266,1992,4,Arkansas Valley
1992.4236363636364,140.3999823063637,1992,5,Arkansas Valley
1992.5045454545455,140.46303027045454,1992,6,Arkansas Valley
1992.5854545454545,140.5260782345454,1992,7,Arkansas Valley
1992.6663636363637,140.58912619863642,1992,8,Arkansas Valley
1992.7472727272727,140.65217416272728,1992,9,Arkansas Valley
1992.8281818181817,140.71522212681813,1992,10,Arkansas Valley
1992.909090909091,140.77827009090916,1992,11,Arkansas Valley
1992.99,140.84131805500002,1992,12,Arkansas Valley
1993.1,140.92703494999992,1993,1,Arkansas Valley
1993.1809090909092,140.99008291409098,1993,2,Arkansas Valley
1993.2618181818182,141.0531308781818,1993,3,Arkansas Valley
1993.3427272727272,141.11617884227266,1993,4,Arkansas Valley
1993.4236363636364,141.1792268063637,1993,5,Arkansas Valley
1993.5045454545455,141.24227477045454,1993,6,Arkansas Valley
1993.5854545454545,141.3053227345454,1993,7,Arkansas Valley
1993.6663636363637,141.36837069863643,1993,8,Arkansas Valley
1993.7472727272727,141.43141866272728,1993,9,Arkansas Valley
1993.8281818181817,141.49446662681814,1993,10,Arkansas Valley
1993.909090909091,141.55751459090916,1993,11,Arkansas Valley
1993.99,141.62056255500002,1993,12,Arkansas Valley
1994.1,141.70627944999993,1994,1,Arkansas Valley
1994.1809090909092,141.76932741409095,1994,2,Arkansas Valley
1994.2618181818182,141.8323753781818,1994,3,Arkansas Valley
1994.3427272727272,141.89542334227266,1994,4,Arkansas Valley
1994.4236363636364,141.9584713063637,1994,5,Arkansas Valley
1994.5045454545455,142.02151927045455,1994,6,Arkansas Valley
1994.5854545454545,142.0845672345454,1994,7,Arkansas Valley
1994.6663636363637,142.14761519863643,1994,8,Arkansas Valley
1994.7472727272727,142.2106631627273,1994,9,Arkansas Valley
1994.8281818181817,142.27371112681814,1994,10,Arkansas Valley
1994.909090909091,142.33675909090917,1994,11,Arkansas Valley
1994.99,142.399807055,1994,12,Arkansas Valley
1995.1,142.48552394999993,1995,1,Arkansas Valley
1995.1809090909092,142.54857191409096,1995,2,Arkansas Valley
1995.2618181818182,142.6116198781818,1995,3,Arkansas Valley
1995.3427272727272,142.67466784227267,1995,4,Arkansas Valley
1995.4236363636364,142.7377158063637,1995,5,Arkansas Valley
1995.5045454545455,142.80076377045455,1995,6,Arkansas Valley
1995.5854545454545,142.8638117345454,1995,7,Arkansas Valley
1995.6663636363637,142.92685969863643,1995,8,Arkansas Valley
1995.7472727272727,142.9899076627273,1995,9,Arkansas Valley
1995.8281818181817,143.05295562681812,1995,10,Arkansas Valley
1995.909090909091,143.11600359090914,1995,11,Arkansas Valley
1995.99,143.179051555,1995,12,Arkansas Valley
1996.1,143.26476844999993,1996,1,Arkansas Valley
1996.1809090909092,143.32781641409096,1996,2,Arkansas Valley
1996.2618181818182,143.39086437818182,1996,3,Arkansas Valley
1996.3427272727272,143.45391234227267,1996,4,Arkansas Valley
1996.4236363636364,143.5169603063637,1996,5,Arkansas Valley
1996.5045454545455,143.58000827045456,1996,6,Arkansas Valley
1996.5854545454545,143.64305623454538,1996,7,Arkansas Valley
1996.6663636363637,143.7061041986364,1996,8,Arkansas Valley
1996.7472727272727,143.76915216272727,1996,9,Arkansas Valley
1996.8281818181817,143.83220012681812,1996,10,Arkansas Valley
1996.909090909091,143.89524809090915,1996,11,Arkansas Valley
1996.99,143.958296055,1996,12,Arkansas Valley
1997.1,144.04401294999994,1997,1,Arkansas Valley
1997.1809090909092,144.10706091409097,1997,2,Arkansas Valley
1997.2618181818182,144.17010887818182,1997,3,Arkansas Valley
1997.3427272727272,144.23315684227265,1997,4,Arkansas Valley
1997.4236363636364,144.2962048063637,1997,5,Arkansas Valley
1997.5045454545455,144.35925277045453,1997,6,Arkansas Valley
1997.5854545454545,144.4223007345454,1997,7,Arkansas Valley
1997.6663636363637,144.48534869863641,1997,8,Arkansas Valley
1997.7472727272727,144.54839666272727,1997,9,Arkansas Valley
1997.8281818181817,144.61144462681813,1997,10,Arkansas Valley
1997.909090909091,144.67449259090915,1997,11,Arkansas Valley
1997.99,144.737540555,1997,12,Arkansas Valley
1998.1,144.82325744999991,1998,1,Arkansas Valley
1998.1809090909092,144.88630541409097,1998,2,Arkansas Valley
1998.2618181818182,144.9493533781818,1998,3,Arkansas Valley
1998.3427272727272,145.01240134227265,1998,4,Arkansas Valley
1998.4236363636364,145.07544930636368,1998,5,Arkansas Valley
1998.5045454545455,145.13849727045454,1998,6,Arkansas Valley
1998.5854545454545,145.2015452345454,1998,7,Arkansas Valley
1998.6663636363637,145.26459319863642,1998,8,Arkansas Valley
1998.7472727272727,145.32764116272728,1998,9,Arkansas Valley
1998.8281818181817,145.39068912681813,1998,10,Arkansas Valley
1998.909090909091,145.45373709090916,1998,11,Arkansas Valley
1998.99,145.516785055,1998,12,Arkansas Valley
1999.1,145.60250194999992,1999,1,Arkansas Valley
1999.1809090909092,145.66554991409095,1999,2,Arkansas Valley
1999.2618181818182,145.7285978781818,1999,3,Arkansas Valley
1999.3427272727272,145.79164584227266,1999,4,Arkansas Valley
1999.4236363636364,145.85469380636368,1999,5,Arkansas Valley
1999.5045454545455,145.91774177045454,1999,6,Arkansas Valley
1999.5854545454545,145.9807897345454,1999,7,Arkansas Valley
1999.6663636363637,146.04383769863642,1999,8,Arkansas Valley
1999.7472727272727,146.10688566272728,1999,9,Arkansas Valley
1999.8281818181817,146.16993362681814,1999,10,Arkansas Valley
1999.909090909091,146.23298159090916,1999,11,Arkansas Valley
1999.99,146.29602955500002,1999,12,Arkansas Valley
2000.1,146.38195548999994,2000,1,Arkansas Valley
2000.1809090909092,146.4451725864546,2000,2,Arkansas Valley
2000.2618181818182,146.50838968290907,2000,3,Arkansas Valley
2000.3427272727272,146.57160677936358,2000,4,Arkansas Valley
2000.4236363636364,146.63482387581823,2000,5,Arkansas Valley
2000.5045454545455,146.6980409722727,2000,6,Arkansas Valley
2000.5854545454545,146.76125806872722,2000,7,Arkansas Valley
2000.6663636363637,146.82447516518187,2000,8,Arkansas Valley
2000.7472727272727,146.88769226163637,2000,9,Arkansas Valley
2000.8281818181817,146.95090935809085,2000,10,Arkansas Valley
2000.909090909091,147.0141264545455,2000,11,Arkansas Valley
2000.99,147.077343551,2000,12,Arkansas Valley
2001.1,147.16329038999993,2001,1,Arkansas Valley
2001.1809090909092,147.22650748645458,2001,2,Arkansas Valley
2001.2618181818182,147.2897245829091,2001,3,Arkansas Valley
2001.3427272727272,147.35294167936357,2001,4,Arkansas Valley
2001.4236363636364,147.41615877581825,2001,5,Arkansas Valley
2001.5045454545455,147.47937587227273,2001,6,Arkansas Valley
2001.5854545454545,147.5425929687272,2001,7,Arkansas Valley
2001.6663636363637,147.60581006518188,2001,8,Arkansas Valley
2001.7472727272727,147.66902716163636,2001,9,Arkansas Valley
2001.8281818181817,147.73224425809084,2001,10,Arkansas Valley
2001.909090909091,147.79546135454552,2001,11,Arkansas Valley
2001.99,147.858678451,2001,12,Arkansas Valley
2002.1,147.94462528999992,2002,1,Arkansas Valley
2002.1809090909092,148.0078423864546,2002,2,Arkansas Valley
2002.2618181818182,148.07105948290908,2002,3,Arkansas Valley
2002.3427272727272,148.13427657936356,2002,4,Arkansas Valley
2002.4236363636364,148.19749367581824,2002,5,Arkansas Valley
2002.5045454545455,148.26071077227272,2002,6,Arkansas Valley
2002.5854545454545,148.32392786872722,2002,7,Arkansas Valley
2002.6663636363637,148.38714496518188,2002,8,Arkansas Valley
2002.7472727272727,148.45036206163635,2002,9,Arkansas Valley
2002.8281818181817,148.51357915809086,2002,10,Arkansas Valley
2002.909090909091,148.5767962545455,2002,11,Arkansas Valley
2002.99,148.64001335100002,2002,12,Arkansas Valley
2003.1,148.72596018999994,2003,1,Arkansas Valley
2003.1809090909092,148.7891772864546,2003,2,Arkansas Valley
2003.2618181818182,148.8523943829091,2003,3,Arkansas Valley
2003.3427272727272,148.91561147936358,2003,4,Arkansas Valley
2003.4236363636364,148.97882857581823,2003,5,Arkansas Valley
2003.5045454545455,149.04204567227274,2003,6,Arkansas Valley
2003.5854545454545,149.10526276872721,2003,7,Arkansas Valley
2003.6663636363637,149.1684798651819,2003,8,Arkansas Valley
2003.7472727272727,149.23169696163637,2003,9,Arkansas Valley
2003.8281818181817,149.29491405809085,2003,10,Arkansas Valley
2003.909090909091,149.35813115454553,2003,11,Arkansas Valley
2003.99,149.421348251,2003,12,Arkansas Valley
2004.1,149.50729508999993,2004,1,Arkansas Valley
2004.1809090909092,149.5705121864546,2004,2,Arkansas Valley
2004.2618181818182,149.6337292829091,2004,3,Arkansas Valley
2004.3427272727272,149.69694637936357,2004,4,Arkansas Valley
2004.4236363636364,149.76016347581825,2004,5,Arkansas Valley
2004.5045454545455,149.82338057227273,2004,6,Arkansas Valley
2004.5854545454545,149.8865976687272,2004,7,Arkansas Valley
2004.6663636363637,149.94981476518188,2004,8,Arkansas Valley
2004.7472727272727,150.01303186163636,2004,9,Arkansas Valley
2004.8281818181817,150.07624895809087,2004,10,Arkansas Valley
2004.909090909091,150.13946605454552,2004,11,Arkansas Valley
2004.99,150.202683151,2004,12,Arkansas Valley
2005.1,150.28862998999995,2005,1,Arkansas Valley
2005.1809090909092,150.3518470864546,2005,2,Arkansas Valley
2005.2618181818182,150.41506418290908,2005,3,Arkansas Valley
2005.3427272727272,150.47828127936359,2005,4,Arkansas Valley
2005.4236363636364,150.54149837581824,2005,5,Arkansas Valley
2005.5045454545455,150.60471547227274,2005,6,Arkansas Valley
2005.5854545454545,150.66793256872722,2005,7,Arkansas Valley
2005.6663636363637,150.73114966518187,2005,8,Arkansas Valley
2005.7472727272727,150.79436676163638,2005,9,Arkansas Valley
2005.8281818181817,150.85758385809086,2005,10,Arkansas Valley
2005.909090909091,150.9208009545455,2005,11,Arkansas Valley
2005.99,150.98401805100002,2005,12,Arkansas Valley
2006.1,151.06996488999994,2006,1,Arkansas Valley
2006.1809090909092,151.1331819864546,2006,2,Arkansas Valley
2006.2618181818182,151.1963990829091,2006,3,Arkansas Valley
2006.3427272727272,151.25961617936358,2006,4,Arkansas Valley
2006.4236363636364,151.32283327581825,2006,5,Arkansas Valley
2006.5045454545455,151.38605037227273,2006,6,Arkansas Valley
2006.5854545454545,151.44926746872721,2006,7,Arkansas Valley
2006.6663636363637,151.5124845651819,2006,8,Arkansas Valley
2006.7472727272727,151.57570166163637,2006,9,Arkansas Valley
2006.8281818181817,151.63891875809085,2006,10,Arkansas Valley
2006.909090909091,151.70213585454553,2006,11,Arkansas Valley
2006.99,151.765352951,2006,12,Arkansas Valley
2007.1,151.85129978999993,2007,1,Arkansas Valley
2007.1809090909092,151.9145168864546,2007,2,Arkansas Valley
2007.2618181818182,151.9777339829091,2007,3,Arkansas Valley
2007.3427272727272,152.04095107936357,2007,4,Arkansas Valley
2007.4236363636364,152.10416817581824,2007,5,Arkansas Valley
2007.5045454545455,152.16738527227272,2007,6,Arkansas Valley
2007.5854545454545,152.23060236872723,2007,7,Arkansas Valley
2007.6663636363637,152.29381946518188,2007,8,Arkansas Valley
2007.7472727272727,152.35703656163636,2007,9,Arkansas Valley
2007.8281818181817,152.42025365809087,2007,10,Arkansas Valley
2007.909090909091,152.48347075454552,2007,11,Arkansas Valley
2007.99,152.54668785100003,2007,12,Arkansas Valley
2008.1,152.63263468999995,2008,1,Arkansas Valley
2008.1809090909092,152.6958517864546,2008,2,Arkansas Valley
2008.2618181818182,152.7590688829091,2008,3,Arkansas Valley
2008.3427272727272,152.82228597936358,2008,4,Arkansas Valley
2008.4236363636364,152.88550307581824,2008,5,Arkansas Valley
2008.5045454545455,152.94872017227274,2008,6,Arkansas Valley
2008.5854545454545,153.01193726872722,2008,7,Arkansas Valley
2008.6663636363637,153.0751543651819,2008,8,Arkansas Valley
2008.7472727272727,153.13837146163638,2008,9,Arkansas Valley
2008.8281818181817,153.20158855809086,2008,10,Arkansas Valley
2008.909090909091,153.26480565454554,2008,11,Arkansas Valley
2008.99,153.32802275100002,2008,12,Arkansas Valley
2009.1,153.41396958999994,2009,1,Arkansas Valley
2009.1809090909092,153.47718668645462,2009,2,Arkansas Valley
2009.2618181818182,153.5404037829091,2009,3,Arkansas Valley
2009.3427272727272,153.60362087936358,2009,4,Arkansas Valley
2009.4236363636364,153.66683797581825,2009,5,Arkansas Valley
2009.5045454545455,153.73005507227273,2009,6,Arkansas Valley
2009.5854545454545,153.7932721687272,2009,7,Arkansas Valley
2009.6663636363637,153.8564892651819,2009,8,Arkansas Valley
2009.7472727272727,153.91970636163637,2009,9,Arkansas Valley
2009.8281818181817,153.98292345809085,2009,10,Arkansas Valley
2009.909090909091,154.04614055454553,2009,11,Arkansas Valley
2009.99,154.109357651,2009,12,Arkansas Valley
2010.1,154.11071932727273,2010,1,Arkansas Valley
2010.1809090909092,154.10549933752068,2010,2,Arkansas Valley
2010.2618181818182,154.1002793477686,2010,3,Arkansas Valley
2010.3427272727272,154.09505935801656,2010,4,Arkansas Valley
2010.4236363636364,154.08983936826448,2010,5,Arkansas Valley
2010.5045454545455,154.0846193785124,2010,6,Arkansas Valley
2010.5854545454545,154.07939938876035,2010,7,Arkansas Valley
2010.6663636363637,154.07417939900827,2010,8,Arkansas Valley
2010.7472727272727,154.06895940925622,2010,9,Arkansas Valley
2010.8281818181817,154.06373941950415,2010,10,Arkansas Valley
2010.909090909091,154.05851942975207,2010,11,Arkansas Valley
2010.99,154.05329944000002,2010,12,Arkansas Valley
2011.1,154.04620260000002,2011,1,Arkansas Valley
2011.1809090909092,154.04098261024794,2011,2,Arkansas Valley
2011.2618181818182,154.0357626204959,2011,3,Arkansas Valley
2011.3427272727272,154.0305426307438,2011,4,Arkansas Valley
2011.4236363636364,154.02532264099173,2011,5,Arkansas Valley
2011.5045454545455,154.02010265123968,2011,6,Arkansas Valley
2011.5854545454545,154.01488266148763,2011,7,Arkansas Valley
2011.6663636363637,154.00966267173555,2011,8,Arkansas Valley
2011.7472727272727,154.00444268198348,2011,9,Arkansas Valley
2011.8281818181817,153.99922269223143,2011,10,Arkansas Valley
2011.909090909091,153.99400270247935,2011,11,Arkansas Valley
2011.99,153.98878271272727,2011,12,Arkansas Valley
2012.1,153.9816858727273,2012,1,Arkansas Valley
2012.1809090909092,153.97646588297522,2012,2,Arkansas Valley
2012.2618181818182,153.97124589322314,2012,3,Arkansas Valley
2012.3427272727272,153.9660259034711,2012,4,Arkansas Valley
2012.4236363636364,153.960805913719,2012,5,Arkansas Valley
2012.5045454545455,153.95558592396696,2012,6,Arkansas Valley
2012.5854545454545,153.9503659342149,2012,7,Arkansas Valley
2012.6663636363637,153.9451459444628,2012,8,Arkansas Valley
2012.7472727272727,153.93992595471076,2012,9,Arkansas Valley
2012.8281818181817,153.93470596495868,2012,10,Arkansas Valley
2012.909090909091,153.9294859752066,2012,11,Arkansas Valley
2012.99,153.92426598545455,2012,12,Arkansas Valley
2013.1,153.91716914545455,2013,1,Arkansas Valley
2013.1809090909092,153.91194915570247,2013,2,Arkansas Valley
2013.2618181818182,153.90672916595042,2013,3,Arkansas Valley
2013.3427272727272,153.90150917619837,2013,4,Arkansas Valley
2013.4236363636364,153.8962891864463,2013,5,Arkansas Valley
2013.5045454545455,153.89106919669422,2013,6,Arkansas Valley
2013.5854545454545,153.88584920694217,2013,7,Arkansas Valley
2013.6663636363637,153.8806292171901,2013,8,Arkansas Valley
2013.7472727272727,153.875409227438,2013,9,Arkansas Valley
2013.8281818181817,153.87018923768596,2013,10,Arkansas Valley
2013.909090909091,153.86496924793389,2013,11,Arkansas Valley
2013.99,153.85974925818184,2013,12,Arkansas Valley
2014.1,153.85265241818183,2014,1,Arkansas Valley
2014.1809090909092,153.84743242842976,2014,2,Arkansas Valley
2014.2618181818182,153.8422124386777,2014,3,Arkansas Valley
2014.3427272727272,153.83699244892563,2014,4,Arkansas Valley
2014.4236363636364,153.83177245917355,2014,5,Arkansas Valley
2014.5045454545455,153.8265524694215,2014,6,Arkansas Valley
2014.5854545454545,153.82133247966942,2014,7,Arkansas Valley
2014.6663636363637,153.81611248991737,2014,8,Arkansas Valley
2014.7472727272727,153.8108925001653,2014,9,Arkansas Valley
2014.8281818181817,153.80567251041325,2014,10,Arkansas Valley
2014.909090909091,153.80045252066117,2014,11,Arkansas Valley
2014.99,153.7952325309091,2014,12,Arkansas Valley
2015.1,153.78813569090912,2015,1,Arkansas Valley
2015.1809090909092,153.78291570115704,2015,2,Arkansas Valley
2015.2618181818182,153.77769571140496,2015,3,Arkansas Valley
2015.3427272727272,153.7724757216529,2015,4,Arkansas Valley
2015.4236363636364,153.76725573190083,2015,5,Arkansas Valley
2015.5045454545455,153.76203574214878,2015,6,Arkansas Valley
2015.5854545454545,153.7568157523967,2015,7,Arkansas Valley
2015.6663636363637,153.75159576264463,2015,8,Arkansas Valley
2015.7472727272727,153.74637577289258,2015,9,Arkansas Valley
2015.8281818181817,153.7411557831405,2015,10,Arkansas Valley
2015.909090909091,153.73593579338842,2015,11,Arkansas Valley
2015.99,153.73071580363637,2015,12,Arkansas Valley
2016.1,153.72361896363637,2016,1,Arkansas Valley
2016.1809090909092,153.7183989738843,2016,2,Arkansas Valley
2016.2618181818182,153.71317898413224,2016,3,Arkansas Valley
2016.3427272727272,153.7079589943802,2016,4,Arkansas Valley
2016.4236363636364,153.7027390046281,2016,5,Arkansas Valley
2016.5045454545455,153.69751901487604,2016,6,Arkansas Valley
2016.5854545454545,153.692299025124,2016,7,Arkansas Valley
2016.6663636363637,153.6870790353719,2016,8,Arkansas Valley
2016.7472727272727,153.68185904561983,2016,9,Arkansas Valley
2016.8281818181817,153.67663905586778,2016,10,Arkansas Valley
2016.909090909091,153.6714190661157,2016,11,Arkansas Valley
2016.99,153.66619907636365,2016,12,Arkansas Valley
2017.1,153.65910223636365,2017,1,Arkansas Valley
2017.1809090909092,153.65388224661157,2017,2,Arkansas Valley
2017.2618181818182,153.64866225685952,2017,3,Arkansas Valley
2017.3427272727272,153.64344226710745,2017,4,Arkansas Valley
2017.4236363636364,153.63822227735537,2017,5,Arkansas Valley
2017.5045454545455,153.63300228760332,2017,6,Arkansas Valley
2017.5854545454545,153.62778229785124,2017,7,Arkansas Valley
2017.6663636363637,153.62256230809916,2017,8,Arkansas Valley
2017.7472727272727,153.6173423183471,2017,9,Arkansas Valley
2017.8281818181817,153.61212232859506,2017,10,Arkansas Valley
2017.909090909091,153.60690233884299,2017,11,Arkansas Valley
2017.99,153.6016823490909,2017,12,Arkansas Valley
2018.1,153.59458550909093,2018,1,Arkansas Valley
2018.1809090909092,153.58936551933886,2018,2,Arkansas Valley
2018.2618181818182,153.58414552958678,2018,3,Arkansas Valley
2018.3427272727272,153.57892553983473,2018,4,Arkansas Valley
2018.4236363636364,153.57370555008265,2018,5,Arkansas Valley
2018.5045454545455,153.56848556033057,2018,6,Arkansas Valley
2018.5854545454545,153.56326557057852,2018,7,Arkansas Valley
2018.6663636363637,153.55804558082644,2018,8,Arkansas Valley
2018.7472727272727,153.5528255910744,2018,9,Arkansas Valley
2018.8281818181817,153.54760560132232,2018,10,Arkansas Valley
2018.909090909091,153.54238561157024,2018,11,Arkansas Valley
2018.99,153.5371656218182,2018,12,Arkansas Valley
2019.1,153.5300687818182,2019,1,Arkansas Valley
2019.1809090909092,153.5248487920661,2019,2,Arkansas Valley
2019.2618181818182,153.51962880231406,2019,3,Arkansas Valley
2019.3427272727272,153.51440881256198,2019,4,Arkansas Valley
2019.4236363636364,153.5091888228099,2019,5,Arkansas Valley
2019.5045454545455,153.50396883305785,2019,6,Arkansas Valley
2019.5854545454545,153.4987488433058,2019,7,Arkansas Valley
2019.6663636363637,153.49352885355373,2019,8,Arkansas Valley
2019.7472727272727,153.48830886380165,2019,9,Arkansas Valley
2019.8281818181817,153.4830888740496,2019,10,Arkansas Valley
2019.909090909091,153.47786888429752,2019,11,Arkansas Valley
2019.99,153.47264889454547,2019,12,Arkansas Valley
2020.1,153.46555205454547,2020,1,Arkansas Valley
2020.1809090909092,153.4603320647934,2020,2,Arkansas Valley
2020.2618181818182,153.4551120750413,2020,3,Arkansas Valley
2020.3427272727272,153.44989208528926,2020,4,Arkansas Valley
2020.4236363636364,153.4446720955372,2020,5,Arkansas Valley
2020.5045454545455,153.43945210578514,2020,6,Arkansas Valley
2020.5854545454545,153.43423211603306,2020,7,Arkansas Valley
2020.6663636363637,153.42901212628098,2020,8,Arkansas Valley
2020.7472727272727,153.42379213652893,2020,9,Arkansas Valley
2020.8281818181817,153.41857214677688,2020,10,Arkansas Valley
2020.909090909091,153.4133521570248,2020,11,Arkansas Valley
2020.99,153.40813216727273,2020,12,Arkansas Valley
1990.1,106.25229652999998,1990,1,Aspen Parkland/Northern Glaciated Plains
1990.1809090909092,106.26873849518184,1990,2,Aspen Parkland/Northern Glaciated Plains
1990.2618181818182,106.28518046036363,1990,3,Aspen Parkland/Northern Glaciated Plains
1990.3427272727272,106.30162242554545,1990,4,Aspen Parkland/Northern Glaciated Plains
1990.4236363636364,106.31806439072729,1990,5,Aspen Parkland/Northern Glaciated Plains
1990.5045454545455,106.3345063559091,1990,6,Aspen Parkland/Northern Glaciated Plains
1990.5854545454545,106.3509483210909,1990,7,Aspen Parkland/Northern Glaciated Plains
1990.6663636363637,106.36739028627275,1990,8,Aspen Parkland/Northern Glaciated Plains
1990.7472727272727,106.38383225145455,1990,9,Aspen Parkland/Northern Glaciated Plains
1990.8281818181817,106.40027421663635,1990,10,Aspen Parkland/Northern Glaciated Plains
1990.909090909091,106.4167161818182,1990,11,Aspen Parkland/Northern Glaciated Plains
1990.99,106.433158147,1990,12,Aspen Parkland/Northern Glaciated Plains
1991.1,106.45551182999999,1991,1,Aspen Parkland/Northern Glaciated Plains
1991.1809090909092,106.47195379518183,1991,2,Aspen Parkland/Northern Glaciated Plains
1991.2618181818182,106.48839576036364,1991,3,Aspen Parkland/Northern Glaciated Plains
1991.3427272727272,106.50483772554544,1991,4,Aspen Parkland/Northern Glaciated Plains
1991.4236363636364,106.5212796907273,1991,5,Aspen Parkland/Northern Glaciated Plains
1991.5045454545455,106.5377216559091,1991,6,Aspen Parkland/Northern Glaciated Plains
1991.5854545454545,106.5541636210909,1991,7,Aspen Parkland/Northern Glaciated Plains
1991.6663636363637,106.57060558627275,1991,8,Aspen Parkland/Northern Glaciated Plains
1991.7472727272727,106.58704755145455,1991,9,Aspen Parkland/Northern Glaciated Plains
1991.8281818181817,106.60348951663636,1991,10,Aspen Parkland/Northern Glaciated Plains
1991.909090909091,106.6199314818182,1991,11,Aspen Parkland/Northern Glaciated Plains
1991.99,106.63637344700001,1991,12,Aspen Parkland/Northern Glaciated Plains
1992.1,106.65872712999999,1992,1,Aspen Parkland/Northern Glaciated Plains
1992.1809090909092,106.67516909518183,1992,2,Aspen Parkland/Northern Glaciated Plains
1992.2618181818182,106.69161106036364,1992,3,Aspen Parkland/Northern Glaciated Plains
1992.3427272727272,106.70805302554544,1992,4,Aspen Parkland/Northern Glaciated Plains
1992.4236363636364,106.7244949907273,1992,5,Aspen Parkland/Northern Glaciated Plains
1992.5045454545455,106.74093695590909,1992,6,Aspen Parkland/Northern Glaciated Plains
1992.5854545454545,106.7573789210909,1992,7,Aspen Parkland/Northern Glaciated Plains
1992.6663636363637,106.77382088627274,1992,8,Aspen Parkland/Northern Glaciated Plains
