NA_L3NAME,variable,year,month,value
Klamath Mountains,fwi,1993,Sep,35.80767872129077
Lake Manitoba and Lake Agassiz Plain,fwi,1993,Sep,9.276974084524575
Madrean Archipelago,fwi,1993,Sep,27.379622828971364
Middle Atlantic Coastal Plain,fwi,1993,Sep,7.049489389334454
Middle Rockies,fwi,1993,Sep,15.64435269936185
Mississippi Alluvial Plain,fwi,1993,Sep,9.025350566040359
Mississippi Valley Loess Plains,fwi,1993,Sep,8.381315646067945
Mojave Basin and Range,fwi,1993,Sep,51.75233118452369
Nebraska Sand Hills,fwi,1993,Sep,10.576721851801189
North Cascades,fwi,1993,Sep,13.391011676954147
North Central Appalachians,fwi,1993,Sep,1.4069535073954702
North Central Hardwood Forests,fwi,1993,Sep,3.0954712362404546
Northeastern Coastal Zone,fwi,1993,Sep,2.9371479687996467
Northern Allegheny Plateau,fwi,1993,Sep,1.300554704234279
Northern Appalachian and Atlantic Maritime Highlands,fwi,1993,Sep,1.3602670642243053
Northern Basin and Range,fwi,1993,Sep,36.828901129195295
Northern Lakes and Forests,fwi,1993,Sep,2.3813668025086865
Northern Minnesota Wetlands,fwi,1993,Sep,2.85092160359025
Northern Piedmont,fwi,1993,Sep,3.613376604186164
Northwestern Glaciated Plains,fwi,1993,Sep,12.891333131601874
Northwestern Great Plains,fwi,1993,Sep,20.242158745139527
Ouachita Mountains,fwi,1993,Sep,7.062731052229279
Ozark Highlands,fwi,1993,Sep,2.9095103560804247
Piedmont,fwi,1993,Sep,10.178795964926898
Ridge and Valley,fwi,1993,Sep,4.761941221301043
Sierra Nevada,fwi,1993,Sep,42.0925704162996
Snake River Plain,fwi,1993,Sep,37.178252752696245
Sonoran Desert,fwi,1993,Sep,46.77895885538022
South Central Plains,fwi,1993,Sep,15.675464187512013
Southeastern Plains,fwi,1993,Sep,8.492078007895344
Southeastern Wisconsin Till Plains,fwi,1993,Sep,2.6418016484516587
Southern and Baja California Pine-Oak Mountains,fwi,1993,Sep,45.505054588751356
Southern Coastal Plain,fwi,1993,Sep,4.693971066682127
Southern Florida Coastal Plain,fwi,1993,Sep,1.3214452575360025
Southern Michigan/Northern Indiana Drift Plains,fwi,1993,Sep,0.8407577730721973
Southern Rockies,fwi,1993,Sep,13.898137507665986
Southern Texas Plains/Interior Plains and Hills with Xerophytic Shrub and Oak Forest,fwi,1993,Sep,24.75732626233782
Southwestern Appalachians,fwi,1993,Sep,5.410991232770237
Southwestern Tablelands,fwi,1993,Sep,23.5832856948755
Strait of Georgia/Puget Lowland,fwi,1993,Sep,16.687573979521233
Texas Blackland Prairies,fwi,1993,Sep,20.692147062111225
Wasatch and Uinta Mountains,fwi,1993,Sep,26.45712618047416
Western Allegheny Plateau,fwi,1993,Sep,4.08265223520108
Western Corn Belt Plains,fwi,1993,Sep,3.0164030698658335
Western Gulf Coastal Plain,fwi,1993,Sep,14.977653050086035
Willamette Valley,fwi,1993,Sep,27.048355777113244
Wyoming Basin,fwi,1993,Sep,29.31283970798382
Acadian Plains and Hills,fwi,1993,Oct,1.2013933466279447
Arizona/New Mexico Mountains,fwi,1993,Oct,17.535976187105632
Arizona/New Mexico Plateau,fwi,1993,Oct,21.667799948400546
Arkansas Valley,fwi,1993,Oct,4.196070572021334
Aspen Parkland/Northern Glaciated Plains,fwi,1993,Oct,15.983658959879987
Atlantic Coastal Pine Barrens,fwi,1993,Oct,3.8986690464566967
Blue Mountains,fwi,1993,Oct,17.39785333309301
Blue Ridge,fwi,1993,Oct,7.7919059635584
Boston Mountains,fwi,1993,Oct,2.799590891459669
"California Coastal Sage, Chaparral, and Oak Woodlands",fwi,1993,Oct,29.434999500847233
Canadian Rockies,fwi,1993,Oct,3.206076274510597
Cascades,fwi,1993,Oct,9.769600494253517
Central Appalachians,fwi,1993,Oct,3.7031842710656355
Central Basin and Range,fwi,1993,Oct,21.36957540373834
Central California Valley,fwi,1993,Oct,29.824152118133902
Central Corn Belt Plains,fwi,1993,Oct,4.302003830025361
Central Great Plains,fwi,1993,Oct,14.439061463270006
Central Irregular Plains,fwi,1993,Oct,5.2442043541920675
Chihuahuan Deserts,fwi,1993,Oct,30.04240819458178
Coast Range,fwi,1993,Oct,9.325295431158063
Colorado Plateaus,fwi,1993,Oct,14.333421788233276
Columbia Mountains/Northern Rockies,fwi,1993,Oct,7.921356996823599
Columbia Plateau,fwi,1993,Oct,23.806286664692227
Cross Timbers,fwi,1993,Oct,7.875063326094101
Driftless Area,fwi,1993,Oct,4.570615290344739
East Central Texas Plains,fwi,1993,Oct,11.453581592239304
Eastern Cascades Slopes and Foothills,fwi,1993,Oct,16.654369026510413
Eastern Corn Belt Plains,fwi,1993,Oct,4.373944026983577
Eastern Great Lakes Lowlands,fwi,1993,Oct,1.7803203539880177
Edwards Plateau,fwi,1993,Oct,19.836134680086776
Erie Drift Plain,fwi,1993,Oct,3.582543067210026
Flint Hills,fwi,1993,Oct,9.232111940596093
High Plains,fwi,1993,Oct,20.134312440458118
Huron/Erie Lake Plains,fwi,1993,Oct,4.428511243198641
Idaho Batholith,fwi,1993,Oct,11.630872643153515
Interior Plateau,fwi,1993,Oct,4.919009470568866
Interior River Valleys and Hills,fwi,1993,Oct,3.968104505853084
Klamath Mountains,fwi,1993,Oct,16.474386584014944
Lake Manitoba and Lake Agassiz Plain,fwi,1993,Oct,13.559314675772972
Madrean Archipelago,fwi,1993,Oct,27.10433238750209
Middle Atlantic Coastal Plain,fwi,1993,Oct,5.793683790298207
Middle Rockies,fwi,1993,Oct,8.739806450895134
Mississippi Alluvial Plain,fwi,1993,Oct,6.978094926870921
Mississippi Valley Loess Plains,fwi,1993,Oct,7.314766184220276
Mojave Basin and Range,fwi,1993,Oct,42.941002272100995
Nebraska Sand Hills,fwi,1993,Oct,13.194392994022008
North Cascades,fwi,1993,Oct,7.407385855745104
North Central Appalachians,fwi,1993,Oct,2.224851166424544
North Central Hardwood Forests,fwi,1993,Oct,5.178838317104847
Northeastern Coastal Zone,fwi,1993,Oct,3.189775137629543
Northern Allegheny Plateau,fwi,1993,Oct,2.078856840862123
Northern Appalachian and Atlantic Maritime Highlands,fwi,1993,Oct,1.2906279180503164
Northern Basin and Range,fwi,1993,Oct,17.22324665422553
Northern Lakes and Forests,fwi,1993,Oct,3.413172150253786
Northern Minnesota Wetlands,fwi,1993,Oct,5.734633037000894
Northern Piedmont,fwi,1993,Oct,4.24084090836643
Northwestern Glaciated Plains,fwi,1993,Oct,17.938461529874914
Northwestern Great Plains,fwi,1993,Oct,18.332049354234208
Ouachita Mountains,fwi,1993,Oct,3.6703881975067287
Ozark Highlands,fwi,1993,Oct,3.463493697738402
Piedmont,fwi,1993,Oct,11.726812518587156
Ridge and Valley,fwi,1993,Oct,5.643708953263105
Sierra Nevada,fwi,1993,Oct,22.843902811507668
Snake River Plain,fwi,1993,Oct,19.78761989087145
Sonoran Desert,fwi,1993,Oct,40.90941377222014
South Central Plains,fwi,1993,Oct,5.754140199850898
Southeastern Plains,fwi,1993,Oct,10.532657308518708
Southeastern Wisconsin Till Plains,fwi,1993,Oct,4.618760773521697
Southern and Baja California Pine-Oak Mountains,fwi,1993,Oct,39.34608220837333
Southern Coastal Plain,fwi,1993,Oct,6.223078343231108
Southern Florida Coastal Plain,fwi,1993,Oct,1.509983783271037
Southern Michigan/Northern Indiana Drift Plains,fwi,1993,Oct,3.0849047775107086
Southern Rockies,fwi,1993,Oct,10.56880055961083
Southern Texas Plains/Interior Plains and Hills with Xerophytic Shrub and Oak Forest,fwi,1993,Oct,26.598027994137
Southwestern Appalachians,fwi,1993,Oct,6.422465484956041
Southwestern Tablelands,fwi,1993,Oct,25.804088979059234
Strait of Georgia/Puget Lowland,fwi,1993,Oct,5.663760517402579
Texas Blackland Prairies,fwi,1993,Oct,9.302853061866438
Wasatch and Uinta Mountains,fwi,1993,Oct,8.427835241787367
Western Allegheny Plateau,fwi,1993,Oct,4.241070157107414
Western Corn Belt Plains,fwi,1993,Oct,7.016738398868723
Western Gulf Coastal Plain,fwi,1993,Oct,12.095954741349692
Willamette Valley,fwi,1993,Oct,10.969590002649696
Wyoming Basin,fwi,1993,Oct,14.49846226209318
Acadian Plains and Hills,fwi,1993,Nov,0.6621827302748347
Arizona/New Mexico Mountains,fwi,1993,Nov,13.743821510702151
Arizona/New Mexico Plateau,fwi,1993,Nov,16.743272392650432
Arkansas Valley,fwi,1993,Nov,2.9649229262896526
Aspen Parkland/Northern Glaciated Plains,fwi,1993,Nov,6.963868287397387
Atlantic Coastal Pine Barrens,fwi,1993,Nov,3.394306246130193
Blue Mountains,fwi,1993,Nov,14.130190447361182
Blue Ridge,fwi,1993,Nov,3.5504757942521623
Boston Mountains,fwi,1993,Nov,2.0043931366928724
"California Coastal Sage, Chaparral, and Oak Woodlands",fwi,1993,Nov,24.708431280143827
Canadian Rockies,fwi,1993,Nov,0.3200803351900864
Cascades,fwi,1993,Nov,5.883967914344175
Central Appalachians,fwi,1993,Nov,2.0076124038539196
Central Basin and Range,fwi,1993,Nov,19.298075035722462
Central California Valley,fwi,1993,Nov,23.32214177722623
Central Corn Belt Plains,fwi,1993,Nov,2.185693055188661
Central Great Plains,fwi,1993,Nov,12.667523925115342
Central Irregular Plains,fwi,1993,Nov,4.430567579671015
Chihuahuan Deserts,fwi,1993,Nov,28.663647209953798
Coast Range,fwi,1993,Nov,5.042321351952998
Colorado Plateaus,fwi,1993,Nov,12.596206198491238
Columbia Mountains/Northern Rockies,fwi,1993,Nov,4.301382760756276
Columbia Plateau,fwi,1993,Nov,17.535281075220958
Cross Timbers,fwi,1993,Nov,8.658786765261743
Driftless Area,fwi,1993,Nov,2.9117031626623184
East Central Texas Plains,fwi,1993,Nov,6.58823611555618
Eastern Cascades Slopes and Foothills,fwi,1993,Nov,14.286052656542939
Eastern Corn Belt Plains,fwi,1993,Nov,1.7877190837754764
Eastern Great Lakes Lowlands,fwi,1993,Nov,0.7185673734215835
Edwards Plateau,fwi,1993,Nov,19.57941245093828
Erie Drift Plain,fwi,1993,Nov,0.9472427321787602
Flint Hills,fwi,1993,Nov,8.248331402843426
High Plains,fwi,1993,Nov,15.282085309287984
Huron/Erie Lake Plains,fwi,1993,Nov,1.80531980116569
Idaho Batholith,fwi,1993,Nov,8.89540344176343
Interior Plateau,fwi,1993,Nov,2.4878840407739906
Interior River Valleys and Hills,fwi,1993,Nov,2.4054331769063633
Klamath Mountains,fwi,1993,Nov,14.065944769718984
Lake Manitoba and Lake Agassiz Plain,fwi,1993,Nov,4.820656050317843
Madrean Archipelago,fwi,1993,Nov,21.463907456813985
Middle Atlantic Coastal Plain,fwi,1993,Nov,5.548296774107578
Middle Rockies,fwi,1993,Nov,5.668488168839135
Mississippi Alluvial Plain,fwi,1993,Nov,3.0738128030343965
Mississippi Valley Loess Plains,fwi,1993,Nov,2.9006987727893225
Mojave Basin and Range,fwi,1993,Nov,33.565979077486205
Nebraska Sand Hills,fwi,1993,Nov,9.897517687576038
North Cascades,fwi,1993,Nov,3.0020749252009438
North Central Appalachians,fwi,1993,Nov,0.6813542592892612
North Central Hardwood Forests,fwi,1993,Nov,1.3551521978585828
Northeastern Coastal Zone,fwi,1993,Nov,1.6753414560669497
Northern Allegheny Plateau,fwi,1993,Nov,0.73567862451708
Northern Appalachian and Atlantic Maritime Highlands,fwi,1993,Nov,0.5432853724852026
Northern Basin and Range,fwi,1993,Nov,18.18050962885558
Northern Lakes and Forests,fwi,1993,Nov,0.7040945375653949
Northern Minnesota Wetlands,fwi,1993,Nov,2.3904981546103956
Northern Piedmont,fwi,1993,Nov,3.032693333220932
Northwestern Glaciated Plains,fwi,1993,Nov,9.439632896542479
Northwestern Great Plains,fwi,1993,Nov,12.104273341843601
Ouachita Mountains,fwi,1993,Nov,2.294533926836754
Ozark Highlands,fwi,1993,Nov,2.5116514420685774
Piedmont,fwi,1993,Nov,5.827639741142238
Ridge and Valley,fwi,1993,Nov,2.6422774313505277
Sierra Nevada,fwi,1993,Nov,16.77342578841789
Snake River Plain,fwi,1993,Nov,19.734031661648615
Sonoran Desert,fwi,1993,Nov,29.04505044306744
South Central Plains,fwi,1993,Nov,2.934929470405956
Southeastern Plains,fwi,1993,Nov,4.7704289758065705
Southeastern Wisconsin Till Plains,fwi,1993,Nov,2.4333576177230136
Southern and Baja California Pine-Oak Mountains,fwi,1993,Nov,28.268488655307078
Southern Coastal Plain,fwi,1993,Nov,5.850378208752259
Southern Florida Coastal Plain,fwi,1993,Nov,6.278428334768127
Southern Michigan/Northern Indiana Drift Plains,fwi,1993,Nov,1.5045078159146656
Southern Rockies,fwi,1993,Nov,4.360724830300061
Southern Texas Plains/Interior Plains and Hills with Xerophytic Shrub and Oak Forest,fwi,1993,Nov,24.832590146988757
Southwestern Appalachians,fwi,1993,Nov,2.4234797577300857
Southwestern Tablelands,fwi,1993,Nov,18.13298097651306
Strait of Georgia/Puget Lowland,fwi,1993,Nov,1.7689304772705607
Texas Blackland Prairies,fwi,1993,Nov,5.394553978279762
Wasatch and Uinta Mountains,fwi,1993,Nov,6.686888651703447
Western Allegheny Plateau,fwi,1993,Nov,1.7651065290277699
Western Corn Belt Plains,fwi,1993,Nov,4.960366693347967
Western Gulf Coastal Plain,fwi,1993,Nov,7.115415459107963
Willamette Valley,fwi,1993,Nov,3.954789688939762
Wyoming Basin,fwi,1993,Nov,7.978776573701799
Acadian Plains and Hills,fwi,1993,Dec,0.1822572047634078
Arizona/New Mexico Mountains,fwi,1993,Dec,14.046101980758255
Arizona/New Mexico Plateau,fwi,1993,Dec,16.595439128350378
Arkansas Valley,fwi,1993,Dec,2.3644000269843524
Aspen Parkland/Northern Glaciated Plains,fwi,1993,Dec,1.0087462975993269
Atlantic Coastal Pine Barrens,fwi,1993,Dec,0.577413211637711
Blue Mountains,fwi,1993,Dec,2.4794603443218928
Blue Ridge,fwi,1993,Dec,0.591990291772831
Boston Mountains,fwi,1993,Dec,2.0154680461612413
"California Coastal Sage, Chaparral, and Oak Woodlands",fwi,1993,Dec,8.896156403216262
Canadian Rockies,fwi,1993,Dec,0.18129829728548216
Cascades,fwi,1993,Dec,0.6574706102520118
Central Appalachians,fwi,1993,Dec,0.25881668605686137
Central Basin and Range,fwi,1993,Dec,11.827939727899212
Central California Valley,fwi,1993,Dec,5.156748505525302
Central Corn Belt Plains,fwi,1993,Dec,0.3256942550685372
Central Great Plains,fwi,1993,Dec,8.993103758984681
Central Irregular Plains,fwi,1993,Dec,2.151282615838718
Chihuahuan Deserts,fwi,1993,Dec,27.947688062875052
Coast Range,fwi,1993,Dec,0.6334792782846173
Colorado Plateaus,fwi,1993,Dec,9.864943551657085
Columbia Mountains/Northern Rockies,fwi,1993,Dec,0.2576508958473135
Columbia Plateau,fwi,1993,Dec,2.4860400111012892
Cross Timbers,fwi,1993,Dec,5.753736640851977
Driftless Area,fwi,1993,Dec,0.8025494409193759
East Central Texas Plains,fwi,1993,Dec,7.527213762776659
Eastern Cascades Slopes and Foothills,fwi,1993,Dec,1.3358416911862945
Eastern Corn Belt Plains,fwi,1993,Dec,0.3483075563264082
Eastern Great Lakes Lowlands,fwi,1993,Dec,0.21286464791659634
Edwards Plateau,fwi,1993,Dec,20.744292361554976
Erie Drift Plain,fwi,1993,Dec,0.19614566029207514
Flint Hills,fwi,1993,Dec,5.2672840711659
High Plains,fwi,1993,Dec,16.493823082609293
Huron/Erie Lake Plains,fwi,1993,Dec,0.6798964546539297
Idaho Batholith,fwi,1993,Dec,0.5764067141011255
Interior Plateau,fwi,1993,Dec,0.385193202908388
Interior River Valleys and Hills,fwi,1993,Dec,0.5927181449102628
Klamath Mountains,fwi,1993,Dec,1.2330644091179181
Lake Manitoba and Lake Agassiz Plain,fwi,1993,Dec,0.4131638043664367
Madrean Archipelago,fwi,1993,Dec,22.326641741315633
Middle Atlantic Coastal Plain,fwi,1993,Dec,1.7381372285697376
Middle Rockies,fwi,1993,Dec,2.5872416230279707
Mississippi Alluvial Plain,fwi,1993,Dec,1.225900975567307
Mississippi Valley Loess Plains,fwi,1993,Dec,0.9588413273683701
Mojave Basin and Range,fwi,1993,Dec,26.418623257933557
Nebraska Sand Hills,fwi,1993,Dec,6.92825765963432
North Cascades,fwi,1993,Dec,0.17237780798450672
North Central Appalachians,fwi,1993,Dec,0.18426628088677563
North Central Hardwood Forests,fwi,1993,Dec,0.3645736986542591
Northeastern Coastal Zone,fwi,1993,Dec,0.3816981921381033
Northern Allegheny Plateau,fwi,1993,Dec,0.20708351333002398
Northern Appalachian and Atlantic Maritime Highlands,fwi,1993,Dec,0.19641479215792482
Northern Basin and Range,fwi,1993,Dec,5.705009403395565
Northern Lakes and Forests,fwi,1993,Dec,0.27610051622570814
Northern Minnesota Wetlands,fwi,1993,Dec,0.27585420745424927
Northern Piedmont,fwi,1993,Dec,0.5353651812507046
Northwestern Glaciated Plains,fwi,1993,Dec,5.641839354592277
Northwestern Great Plains,fwi,1993,Dec,7.426884400877278
Ouachita Mountains,fwi,1993,Dec,2.1661157893507106
Ozark Highlands,fwi,1993,Dec,1.6515021727275356
Piedmont,fwi,1993,Dec,1.361509233299755
Ridge and Valley,fwi,1993,Dec,0.5250866819352552
Sierra Nevada,fwi,1993,Dec,3.418557578834786
Snake River Plain,fwi,1993,Dec,6.115046287506001
Sonoran Desert,fwi,1993,Dec,31.351379317682607
South Central Plains,fwi,1993,Dec,2.040775535749889
Southeastern Plains,fwi,1993,Dec,2.0267462799727154
Southeastern Wisconsin Till Plains,fwi,1993,Dec,0.9995982775877336
Southern and Baja California Pine-Oak Mountains,fwi,1993,Dec,12.331119000640783
Southern Coastal Plain,fwi,1993,Dec,7.3131438288067026
Southern Florida Coastal Plain,fwi,1993,Dec,10.807482007814913
Southern Michigan/Northern Indiana Drift Plains,fwi,1993,Dec,0.5373049957204944
Southern Rockies,fwi,1993,Dec,3.4757233077727605
Southern Texas Plains/Interior Plains and Hills with Xerophytic Shrub and Oak Forest,fwi,1993,Dec,26.01574472861715
Southwestern Appalachians,fwi,1993,Dec,0.6564903196286694
Southwestern Tablelands,fwi,1993,Dec,19.970971643731616
Strait of Georgia/Puget Lowland,fwi,1993,Dec,0.2308386755257176
Texas Blackland Prairies,fwi,1993,Dec,6.20952742878354
Wasatch and Uinta Mountains,fwi,1993,Dec,3.1302058449808694
Western Allegheny Plateau,fwi,1993,Dec,0.2916738646488083
Western Corn Belt Plains,fwi,1993,Dec,1.809448653257316
Western Gulf Coastal Plain,fwi,1993,Dec,7.306595135612124
Willamette Valley,fwi,1993,Dec,0.3073653104987608
Wyoming Basin,fwi,1993,Dec,7.017077042881816
Acadian Plains and Hills,fwi,1994,Jan,0.09443174809070644
Arizona/New Mexico Mountains,fwi,1994,Jan,20.105256267705485
Arizona/New Mexico Plateau,fwi,1994,Jan,21.84994863877879
Arkansas Valley,fwi,1994,Jan,1.4806471426353618
Aspen Parkland/Northern Glaciated Plains,fwi,1994,Jan,0.33459399991462424
Atlantic Coastal Pine Barrens,fwi,1994,Jan,0.14404030922861372
Blue Mountains,fwi,1994,Jan,2.309226864434164
Blue Ridge,fwi,1994,Jan,0.21234406889106067
Boston Mountains,fwi,1994,Jan,0.9066538554334228
"California Coastal Sage, Chaparral, and Oak Woodlands",fwi,1994,Jan,13.635195585365302
Canadian Rockies,fwi,1994,Jan,0.11162564831045864
Cascades,fwi,1994,Jan,0.8364057001681664
Central Appalachians,fwi,1994,Jan,0.08649479627605212
Central Basin and Range,fwi,1994,Jan,14.845369473814165
Central California Valley,fwi,1994,Jan,7.19726959873051
Central Corn Belt Plains,fwi,1994,Jan,0.18883399920252297
Central Great Plains,fwi,1994,Jan,9.717019479035535
Central Irregular Plains,fwi,1994,Jan,1.4520919699778
Chihuahuan Deserts,fwi,1994,Jan,28.846853916943903
Coast Range,fwi,1994,Jan,0.6328372069215848
Colorado Plateaus,fwi,1994,Jan,12.601336057684424
Columbia Mountains/Northern Rockies,fwi,1994,Jan,0.31763646121335826
Columbia Plateau,fwi,1994,Jan,1.9550193027986185
Cross Timbers,fwi,1994,Jan,7.147586593841814
Driftless Area,fwi,1994,Jan,0.12862574795230491
East Central Texas Plains,fwi,1994,Jan,6.934944914632417
Eastern Cascades Slopes and Foothills,fwi,1994,Jan,2.7457271061508
Eastern Corn Belt Plains,fwi,1994,Jan,0.14431147192523244
Eastern Great Lakes Lowlands,fwi,1994,Jan,0.08007910106089393
Edwards Plateau,fwi,1994,Jan,16.72247302376693
Erie Drift Plain,fwi,1994,Jan,0.07817447486846628
Flint Hills,fwi,1994,Jan,5.357932983359442
High Plains,fwi,1994,Jan,17.252871576171216
Huron/Erie Lake Plains,fwi,1994,Jan,0.18934369420456648
Idaho Batholith,fwi,1994,Jan,0.4474684849868868
Interior Plateau,fwi,1994,Jan,0.16067742474761995
Interior River Valleys and Hills,fwi,1994,Jan,0.2699331630264175
Klamath Mountains,fwi,1994,Jan,1.2637908726900786
Lake Manitoba and Lake Agassiz Plain,fwi,1994,Jan,0.1550373161784547
Madrean Archipelago,fwi,1994,Jan,30.700820514321656
Middle Atlantic Coastal Plain,fwi,1994,Jan,1.3168782816079496
Middle Rockies,fwi,1994,Jan,2.3594950059785607
Mississippi Alluvial Plain,fwi,1994,Jan,0.688411536176835
Mississippi Valley Loess Plains,fwi,1994,Jan,0.5588879938699657
Mojave Basin and Range,fwi,1994,Jan,31.1924240461842
Nebraska Sand Hills,fwi,1994,Jan,4.802939638390565
North Cascades,fwi,1994,Jan,0.1306854301216291
North Central Appalachians,fwi,1994,Jan,0.08426002521013869
North Central Hardwood Forests,fwi,1994,Jan,0.1224938343693583
Northeastern Coastal Zone,fwi,1994,Jan,0.13067498811519587
Northern Allegheny Plateau,fwi,1994,Jan,0.10358254146149162
Northern Appalachian and Atlantic Maritime Highlands,fwi,1994,Jan,0.07965271468786801
Northern Basin and Range,fwi,1994,Jan,6.871338878641981
Northern Lakes and Forests,fwi,1994,Jan,0.11509117033096497
Northern Minnesota Wetlands,fwi,1994,Jan,0.1611911532096565
Northern Piedmont,fwi,1994,Jan,0.14090341179625793
Northwestern Glaciated Plains,fwi,1994,Jan,2.66435004544706
Northwestern Great Plains,fwi,1994,Jan,3.631892813387174
Ouachita Mountains,fwi,1994,Jan,1.572265460224528
Ozark Highlands,fwi,1994,Jan,0.7478284123479515
Piedmont,fwi,1994,Jan,0.6291652779027422
Ridge and Valley,fwi,1994,Jan,0.18814418184042878
Sierra Nevada,fwi,1994,Jan,7.207011580201556
Snake River Plain,fwi,1994,Jan,4.181076711726975
Sonoran Desert,fwi,1994,Jan,36.911193547195396
South Central Plains,fwi,1994,Jan,1.7084155011039208
Southeastern Plains,fwi,1994,Jan,1.3463188234411037
Southeastern Wisconsin Till Plains,fwi,1994,Jan,0.15019026459631568
Southern and Baja California Pine-Oak Mountains,fwi,1994,Jan,21.1938682068478
Southern Coastal Plain,fwi,1994,Jan,2.596607476938152
Southern Florida Coastal Plain,fwi,1994,Jan,3.2813173761578645
Southern Michigan/Northern Indiana Drift Plains,fwi,1994,Jan,0.14685498325141347
Southern Rockies,fwi,1994,Jan,4.6239728820136285
Southern Texas Plains/Interior Plains and Hills with Xerophytic Shrub and Oak Forest,fwi,1994,Jan,19.31763363693863
Southwestern Appalachians,fwi,1994,Jan,0.24418563491184173
Southwestern Tablelands,fwi,1994,Jan,23.12244147409356
Strait of Georgia/Puget Lowland,fwi,1994,Jan,0.18006517777741204
Texas Blackland Prairies,fwi,1994,Jan,6.083816633611766
Wasatch and Uinta Mountains,fwi,1994,Jan,3.7275100739346447
Western Allegheny Plateau,fwi,1994,Jan,0.07144191527925052
Western Corn Belt Plains,fwi,1994,Jan,0.9406412225567726
Western Gulf Coastal Plain,fwi,1994,Jan,5.424987540007051
Willamette Valley,fwi,1994,Jan,0.18283546156218158
Wyoming Basin,fwi,1994,Jan,6.928341028519123
Acadian Plains and Hills,fwi,1994,Feb,0.3955234734148815
Arizona/New Mexico Mountains,fwi,1994,Feb,10.691531060775846
Arizona/New Mexico Plateau,fwi,1994,Feb,14.850009065667622
Arkansas Valley,fwi,1994,Feb,2.664835078333812
Aspen Parkland/Northern Glaciated Plains,fwi,1994,Feb,0.4196465222864376
Atlantic Coastal Pine Barrens,fwi,1994,Feb,0.7182463906461098
Blue Mountains,fwi,1994,Feb,2.7586644340917106
Blue Ridge,fwi,1994,Feb,1.3474561631856996
Boston Mountains,fwi,1994,Feb,2.324955464588255
"California Coastal Sage, Chaparral, and Oak Woodlands",fwi,1994,Feb,3.961993422859386
Canadian Rockies,fwi,1994,Feb,0.0880541452570689
Cascades,fwi,1994,Feb,0.6532139104680358
Central Appalachians,fwi,1994,Feb,0.8048213165487746
Central Basin and Range,fwi,1994,Feb,7.914850146921289
Central California Valley,fwi,1994,Feb,3.5255126697989114
Central Corn Belt Plains,fwi,1994,Feb,0.36966103977926273
Central Great Plains,fwi,1994,Feb,9.389998859113268
Central Irregular Plains,fwi,1994,Feb,2.9855486685237196
Chihuahuan Deserts,fwi,1994,Feb,32.20545139153356
Coast Range,fwi,1994,Feb,0.6874418451255886
Colorado Plateaus,fwi,1994,Feb,6.418343553413739
Columbia Mountains/Northern Rockies,fwi,1994,Feb,0.41741097255045106
Columbia Plateau,fwi,1994,Feb,3.385281880743407
Cross Timbers,fwi,1994,Feb,8.474779137012705
Driftless Area,fwi,1994,Feb,0.21410181988946728
East Central Texas Plains,fwi,1994,Feb,6.7399175733082375
Eastern Cascades Slopes and Foothills,fwi,1994,Feb,1.9691368946151748
Eastern Corn Belt Plains,fwi,1994,Feb,0.4576919380620437
Eastern Great Lakes Lowlands,fwi,1994,Feb,0.2599833454168935
Edwards Plateau,fwi,1994,Feb,13.686005309506529
Erie Drift Plain,fwi,1994,Feb,0.4787299621120757
Flint Hills,fwi,1994,Feb,8.385529856185775
High Plains,fwi,1994,Feb,18.206680187715595
Huron/Erie Lake Plains,fwi,1994,Feb,0.3206025806195404
Idaho Batholith,fwi,1994,Feb,0.5330654056312295
Interior Plateau,fwi,1994,Feb,1.213555300729833
Interior River Valleys and Hills,fwi,1994,Feb,1.057738645459511
Klamath Mountains,fwi,1994,Feb,0.9059835010601912
Lake Manitoba and Lake Agassiz Plain,fwi,1994,Feb,0.27347278396480335
Madrean Archipelago,fwi,1994,Feb,21.874716205154677
Middle Atlantic Coastal Plain,fwi,1994,Feb,2.4030133821255775
Middle Rockies,fwi,1994,Feb,2.1924999415609303
Mississippi Alluvial Plain,fwi,1994,Feb,1.5462449533983553
Mississippi Valley Loess Plains,fwi,1994,Feb,1.5792801816655093
Mojave Basin and Range,fwi,1994,Feb,18.483796182265458
Nebraska Sand Hills,fwi,1994,Feb,3.876956452113845
North Cascades,fwi,1994,Feb,0.30080618501703876
North Central Appalachians,fwi,1994,Feb,0.3085927203171639
North Central Hardwood Forests,fwi,1994,Feb,0.23721299286639153
Northeastern Coastal Zone,fwi,1994,Feb,0.38639843394615964
Northern Allegheny Plateau,fwi,1994,Feb,0.34677649180386383
Northern Appalachian and Atlantic Maritime Highlands,fwi,1994,Feb,0.30027332753907754
Northern Basin and Range,fwi,1994,Feb,4.293090047814209
Northern Lakes and Forests,fwi,1994,Feb,0.2794566293746743
Northern Minnesota Wetlands,fwi,1994,Feb,0.44301296783611177
Northern Piedmont,fwi,1994,Feb,0.7028963812460939
Northwestern Glaciated Plains,fwi,1994,Feb,2.129721384568426
Northwestern Great Plains,fwi,1994,Feb,3.089693049992019
Ouachita Mountains,fwi,1994,Feb,2.4071957069792247
Ozark Highlands,fwi,1994,Feb,2.59780971122908
Piedmont,fwi,1994,Feb,2.032819994459815
Ridge and Valley,fwi,1994,Feb,0.8840722578750124
Sierra Nevada,fwi,1994,Feb,1.7190748959333795
